_id,GID,COD_CIRCUITO,MUNICIPIO,VERTICES
88,1790,E_DU_RM_CL_110      ,E ,"POLYGON ((581535.5522561966 6141026.129929146, 581581.165563341 6140989.752057344, 581581.165563341 6140989.752057344, 581754.6495951512 6140753.938433266, 581923.97832081 6140479.688227291, 582105.7729649222 6140203.360368241, 582280.2958232701 6139938.459601106, 582423.6538854844 6139734.330186431, 582491.1776104404 6139613.30689478, 582534.8083250273 6139526.045465606, 582637.1327389992 6139341.65375515, 582955.672265052 6139443.71319904, 583142.753061673 6139511.14655828, 583200.419644743 6139519.74306452, 583358.185873982 6139525.47388275, 583592.858743678 6139517.6752719, 583695.985965752 6139533.01952732, 583765.350671826 6139546.71724862, 583742.608228384 6139699.16465358, 583694.578274271 6139814.26408484, 583592.458664386 6139954.61533404, 583563.2102469392 6140007.82748477, 583571.678341934 6140044.05988497, 583729.872803256 6140238.71775591, 583817.009546809 6140177.33005182, 583908.4046452142 6140305.078216617, 583830.0966567167 6140452.105460326, 583778.9567458611 6140563.974015322, 583601.5651800808 6140915.560902452, 583601.5651800808 6140915.560902452, 583603.163302295 6140917.159024667, 583581.2181582255 6140913.874019077, 583441.0892690239 6140880.787659173, 583218.0831906669 6140832.525149678, 583074.9598866467 6140802.014367812, 582837.9850585681 6140750.5418183105, 582718.2611095731 6140747.649701945, 582607.8675533712 6140744.875994502, 582487.599256858 6140741.648777658, 582297.9988470504 6140761.08942624, 582110.2644382312 6140800.350143347, 581981.174143442 6140827.23565398, 581851.2001631248 6140885.225591079, 581771.317388788 6140921.283787829, 581704.755682891 6140949.59164585, 581608.2233911837 6140992.845439839, 581535.5522561966 6141026.129929146))"
89,1806,E_DU_RM_CL_112      ,E ,"POLYGON ((583762.819453761 6139529.92365097, 583832.226067448 6139284.01582891, 583813.849858076 6139242.4916934, 583754.675653279 6139194.17528482, 583715.771862266 6139161.95927508, 583673.021952883 6139066.91523837, 583585.838921465 6139068.40397014, 583561.245093954 6138997.43810494, 583555.269965026 6138909.6949214, 583554.360141368 6138810.03675164, 583552.65373234 6138479.7926852, 583424.758448897 6138482.91368664, 583422.202943724 6138346.14653052, 583513.7769832043 6138185.126407687, 583542.1157887087 6138185.959901966, 583574.345077458 6138189.04296891, 583621.2977452651 6138182.625924848, 583673.8078848762 6138157.621096462, 583740.4874272395 6138026.762494574, 583802.1660039255 6137888.40244417, 583869.6790405683 6137728.3715424985, 583952.2423673193 6137704.288394399, 584198.1935072668 6137876.726462998, 584341.5893748377 6137978.374166595, 584421.4522536242 6137999.25718335, 584503.1346930192 6137998.42368907, 584554.8113383508 6138000.090677629, 584674.8345146045 6137987.588263436, 584679.0019860023 6138095.109025497, 584689.378855052 6138387.91991672, 584689.052247166 6138635.4523997, 584704.049699558 6138700.45403698, 584742.807538147 6138787.38414779, 584681.700114597 6138830.94310862, 584639.703566983 6138818.30328638, 584580.409731092 6138916.56416853, 584488.220003303 6139137.59870991, 584387.056948189 6139379.56666604, 584243.707070224 6139731.37562992, 584110.972222912 6139672.6603293, 583924.389794468 6139593.59036278, 583762.819453761 6139529.92365097))"
90,1814,E_DU_RM_CL_104      ,E ,"POLYGON ((580186.217589769 6137726.70766592, 580224.28576131 6137760.41385947, 580302.801365112 6137819.8953775, 580341.4977552724 6137840.059775957, 580425.9923100038 6137882.5746856555, 580627.3862931548 6137993.422723392, 580530.417307449 6138179.95683332, 580428.109096433 6138371.88386484, 580371.79992603 6138340.95347547, 580271.870975735 6138528.91507245, 580105.322725245 6138841.39131384, 580010.945383301 6139026.9736501, 580049.013554842 6139139.59199091, 579939.964105116 6139143.9539689, 579837.655894101 6139152.67792488, 579709.175815151 6139155.8502725, 579607.26414759 6139159.81570704, 579403.440812466 6139172.50509755, 579051.2486105433 6139182.819060299, 578783.246851118 6139187.57374879, 578798.315502353 6139179.64287972, 578811.004892866 6139163.78114158, 578934.726450373 6139041.64575788, 579082.240615093 6138894.13159316, 579207.548346414 6138771.99620947, 579324.925208664 6138654.61934722, 579486.714937711 6138497.58813962, 579618.367364289 6138369.10806067, 579753.192138495 6138229.52476502, 579891.18926033 6138078.83825267, 579979.7612379518 6137985.087780597, 580137.046201529 6137796.49931374, 580186.217589769 6137726.70766592))"
91,1826,A_DU_RM_CL_118      ,A ,"POLYGON ((567147.298774761 6139867.8489317, 567134.89722677 6139865.90460779, 567194.649614177 6139486.43429609, 567091.105277929 6139469.95454239, 567071.6984030989 6139609.909890063, 566701.6879411452 6139550.545500825, 566686.4530110358 6139553.640096003, 566683.1203700744 6139546.974814081, 566658.469211974 6139543.98774378, 566626.268971033 6139556.10433384, 566477.844603704 6139511.78038232, 566212.293755188 6139575.95805712, 566182.051753849 6139518.2335033, 566057.80965329 6139366.37323424, 565928.284345494 6139348.63152657, 565829.283265526 6139361.31552839, 565778.522612339 6138991.52942451, 565786.829320814 6138942.62813147, 565772.138279502 6138906.34211614, 565759.474483743 6138884.40668952, 565775.511253585 6138840.23875183, 566555.616503512 6138961.01174939, 566535.323325866 6139080.87006152, 566812.675403912 6139120.03054797, 566828.155180969 6139000.2061553, 566933.122643594 6139014.76209206, 566978.8298724 6138819.06167642, 567269.099320341 6139045.81802265, 567268.6406654632 6139045.320528121, 567146.9798436643 6139870.217766832, 567147.298774761 6139867.8489317, 567147.298774761 6139867.8489317))"
92,1807,E_DU_RM_CL_113      ,E ,"POLYGON ((584242.409008617 6139731.89171515, 584997.882693383 6140044.5763423, 585897.245000562 6140132.30540013, 586254.602031705 6139263.33005033, 584765.996607698 6138658.2856672, 584699.498812417 6138685.8113702, 584743.481747963 6138788.65158297, 584680.440127092 6138832.07212051, 584639.481880955 6138817.62277605, 584582.070911267 6138915.11738299, 584387.848528213 6139378.04427978, 584242.409008617 6139731.89171515))"
93,1808,E_DU_RM_CL_114      ,E ,"POLYGON ((584697.716183785 6138686.92623919, 584674.8345146045 6137987.588263436, 584748.1820112042 6137946.747043739, 584793.1907022994 6137924.242698191, 584854.8692789854 6137889.23593845, 584914.8808671123 6137855.062672989, 585006.514947031 6137840.55244861, 585090.303652985 6137834.28221063, 585122.162303106 6137819.70834755, 585182.528960091 6137786.19848068, 585215.644360532 6137762.43537648, 585319.332360629 6137736.51672046, 585384.1381464937 6137735.039496735, 585428.781000731 6137733.63697646, 585506.547144803 6137771.07486449, 585667.5262015376 6137940.912583782, 585762.5445494052 6138043.432380166, 585849.294089123 6138148.33428884, 585875.8997714227 6138190.960867644, 585909.778889179 6138246.24891293, 586060.648585319 6138399.71857708, 586113.4456410919 6138438.508668669, 586200.1290461641 6138508.52218815, 586253.623753499 6138555.23009722, 586498.5199982398 6138660.218147026, 586527.6922980237 6138675.221044058, 586281.037197476 6139272.96692897, 586139.273423342 6139217.18304351, 585863.484687125 6139106.63572864, 585685.121850726 6139030.31935698, 584768.060088437 6138657.71735682, 584697.716183785 6138686.92623919))"
94,1810,E_DU_RM_CL_116      ,E ,"POLYGON ((585946.055409055 6141118.39413645, 586002.719045692 6141086.98998102, 586155.876550965 6141027.49333971, 586172.518756554 6141022.14399218, 586123.50686526 6140901.06663263, 586053.277803442 6140783.09883954, 586074.849919177 6140618.50946257, 586087.405486447 6140455.72178773, 586103.227871734 6140303.05502807, 586068.909769845 6140300.67695159, 586083.762044539 6140152.02390655, 586398.210840147 6140184.24395171, 586775.609522929 6140228.88743055, 587252.732209603 6140281.24527723, 587265.2745898 6140241.1733555, 587436.701865107 6139825.17891285, 587528.841117041 6139605.39923427, 587581.190932834 6139468.08913899, 587578.772870339 6139352.15159165, 587634.872778796 6139333.37380772, 587625.315346983 6139304.13524061, 587955.762156026 6139493.16250698, 588182.143999343 6139623.88580079, 588528.9120632011 6139900.457634985, 588541.4144773942 6139912.126554899, 588544.7484545123 6139957.968740273, 588521.167866065 6139984.66786658, 588505.650202051 6139996.34383459, 588458.8985437197 6140004.644419928, 588362.2132072928 6139989.6415228965, 588279.6972736183 6139999.643454251, 588213.8512255347 6140052.987088141, 588177.118937745 6140084.11183467, 588154.6731316871 6140209.684012695, 588131.33529186 6140248.858243833, 588111.331429151 6140328.04020039, 588091.3275664421 6140358.879488734, 588034.2305446406 6140492.827676036, 588016.766041595 6140615.78540317, 587989.73464957 6140704.37637925, 587926.661337511 6140740.41333928, 587827.1098798276 6140768.125179987, 587701.3159622039 6140773.996034272, 587681.9388938573 6140776.70882384, 587667.2123219139 6140774.7711170055, 587640.4719675956 6140761.207169163, 587609.0811168741 6140786.009816647, 587609.8561996081 6140832.514780679, 587604.430620471 6140865.455796868, 587586.2161762252 6140912.3483022675, 587600.5552068016 6140942.964070255, 587600.9427481686 6140963.503762702, 587585.4410934913 6141060.0015630685, 587563.3512355762 6141084.804210552, 587531.9603848547 6141096.43045156, 587454.5379368729 6141101.522891805, 587390.8953272916 6141101.0809479635, 587340.9024909574 6141103.018654798, 587320.7503398769 6141108.056692568, 587302.1483542642 6141111.54456487, 587251.7679765631 6141122.3957231445, 587110.035701539 6141122.24791601, 587035.400132405 6141120.35110969, 586905.735448561 6141119.25746764, 586791.9099846381 6141083.186017654, 586722.11362439 6141053.85257158, 586666.3492186579 6141014.711994687, 586580.1587876703 6141009.233644, 586499.86816893 6141022.55632857, 586263.9250322538 6141118.907850841, 586252.6863326128 6141127.821302281, 586201.1433308108 6141134.021964151, 586180.6036383634 6141138.284919188, 586106.9707786464 6141162.3124839375, 586026.7497156915 6141196.416124227, 585989.1582030992 6141237.883050489, 585925.451287648 6141314.34812382, 585875.6085825881 6141294.076548695, 585946.055409055 6141118.39413645))"
95,1706,A_DU_RM_CL_113      ,A ,"POLYGON ((568507.280623834 6142662.49742282, 568097.704220927 6142612.3281473, 568093.548942182 6142329.87772242, 568418.79642847 6142378.62839039, 568290.943673984 6141777.79931904, 568139.470493215 6141868.98744101, 568002.994199131 6142041.93701572, 567944.264430793 6142163.13886831, 567900.638667945 6142380.43586367, 567836.009599614 6142538.53061626, 567715.830843259 6142692.94417349, 567210.08371029 6142987.34740691, 566910.587953146 6143087.79890204, 566616.555426664 6143091.987907, 566722.512040749 6142393.18441272, 566479.429620213 6142331.49640042, 566545.571492956 6142095.62293417, 566767.938353918 6142136.98957813, 566874.139740513 6141475.09522539, 567721.0901008401 6141583.082953839, 567971.4675256069 6141468.198369145, 568267.5894105632 6141513.195182345, 568237.270012905 6141307.42662809, 568233.632606116 6141306.05684837, 568913.238467786 6141410.85974911, 568772.471897478 6141557.23711427, 568602.656667766 6141669.03655286, 568356.567255636 6141754.79496283, 568384.104740055 6141863.07097568, 568517.423681149 6141819.0914343, 568657.705348575 6142430.06217395, 568507.280623834 6142662.49742282))"
96,1746,A_DU_RM_CL_114      ,A ,"POLYGON ((567721.0901008401 6141583.082953839, 566873.0695692183 6141476.518046336, 566895.1824673482 6141327.388341023, 566942.138087998 6141335.53805919, 567038.3350314 6140652.25811923, 567066.2202299349 6140442.613669885, 567904.2654014765 6140572.781599441, 567915.5049190039 6140623.816715189, 567936.3883212297 6140578.471963173, 568322.8614384042 6140638.889006401, 568233.632606116 6141306.05684837, 568267.5894105632 6141513.195182345, 568257.7329657673 6141514.052264501, 567971.4675256069 6141468.198369145, 567721.0901008401 6141583.082953839))"
97,1812,E_DU_RM_CL_109      ,E ,"POLYGON ((583762.295080939 6139548.30781508, 583694.784950307 6139533.08562969, 583592.139795258 6139518.92360514, 583358.598794395 6139525.65352718, 583171.565559829 6139516.65074074, 582643.399052938 6139344.01052168, 582295.704740237 6139248.12379632, 582209.086120669 6139221.54176267, 582254.1503752611 6139146.34685045, 582365.430697298 6138968.147956375, 582466.9363964534 6138813.257778403, 582491.7489006914 6138774.911180944, 582442.923370851 6138737.38758239, 582539.827923496 6138453.80932665, 582656.9448638365 6138084.273599862, 582758.068884698 6138138.76325686, 582906.1596534193 6138183.459419128, 583003.46570084 6138211.2530031325, 583089.5283949181 6138236.803053019, 583181.420949092 6138204.76943292, 583281.2320792124 6138185.959901966, 583337.681365238 6138179.0270009, 583382.0848870369 6138181.7924305685, 583513.7769832043 6138185.126407687, 583422.149503373 6138340.28461501, 583423.455812546 6138483.57694985, 583551.684195563 6138481.10431358, 583555.037953467 6138920.11973693, 583560.410292525 6138997.76084572, 583585.178271187 6139067.71786017, 583672.858371272 6139066.91673199, 583715.93390726 6139161.79495434, 583813.198498426 6139242.82337886, 583831.907843582 6139284.99591162, 583789.396380059 6139430.65863203, 583762.295080939 6139548.30781508))"
98,1813,E_DU_RM_CL_108      ,E ,"POLYGON ((581317.809498378 6139107.4441264495, 581352.4001502418 6138978.094576172, 581390.3213523431 6138820.431012249, 581448.0536374961 6138582.681179722, 581487.2726160178 6138438.959457189, 581531.191302981 6138282.93426706, 581498.3878152748 6138140.117716592, 581646.749797033 6138129.282290958, 581705.9278908805 6138118.446865324, 581705.9278908805 6138135.950245194, 581893.4641037771 6138090.941554098, 581968.226628334 6138054.80521947, 582056.8289825672 6138000.924171908, 582127.25781211 6137965.2999287, 582171.655092152 6137949.54812068, 582228.942004205 6137965.2999287, 582271.0370124092 6137983.420792038, 582302.7097950317 6138000.090677628, 582331.0486005361 6138013.426586102, 582363.26085233 6138029.92072876, 582434.398196396 6138041.38863277, 582465.2411795422 6138036.764425929, 582509.124052466 6138035.01346476, 582558.997140512 6138031.36476076, 582574.428930162 6138037.597920208, 582619.148244568 6138057.14044078, 582656.9448638365 6138084.273599862, 582605.251307614 6138242.03654593, 582570.613179987 6138350.96269886, 582502.323847344 6138553.23364946, 582442.923370851 6138737.38758239, 582491.7489006914 6138774.911180944, 582315.0537947543 6139050.104409768, 582192.500345939 6139249.64455932, 582080.282378796 6139249.98413384, 581884.151581299 6139258.05541616, 581765.932040742 6139244.41577616, 581652.365522301 6139227.98771572, 581311.492607913 6139128.02493664, 581317.809498378 6139107.4441264495))"
99,1528,A_DU_RM_CL_103      ,A ,"POLYGON ((568704.621289247 6138362.1305405, 568789.431602098 6138372.54584208, 568773.3267274484 6138479.345431395, 568877.7110461754 6138497.916874603, 568831.092808413 6138799.57320679, 569015.592436373 6138833.79491198, 568970.211479496 6139125.79533123, 568980.254806018 6139125.42335617, 568937.105699477 6139186.79924047, 568950.868776563 6139327.77778684, 568990.670107596 6139331.4975374, 569012.988610978 6139438.9983287, 569007.780960188 6139482.51941029, 569031.215388741 6139524.55259166, 569027.867613233 6139563.60997258, 569049.814141558 6139575.14119933, 569072.132644941 6139638.37695891, 569074.36449528 6139656.23176161, 569083.663871689 6139663.29928769, 569076.224370562 6139693.0572922, 568946.777050944 6139813.2052354, 568925.202497674 6139925.72768996, 568825.699170096 6139911.77862534, 568734.379293755 6140098.13812858, 568816.957756271 6140113.38910589, 568788.31567693 6140253.9956772, 568805.798504581 6140276.68615564, 568817.701706385 6140199.31534392, 568875.357840121 6140204.89496976, 568888.376967094 6140237.25679967, 568911.439420589 6140256.97147765, 568945.661125776 6140263.66702867, 568964.63185365 6140304.95625993, 568941.569400156 6140300.86453431, 568940.825450042 6140342.52574062, 568956.448402409 6140342.89771568, 568974.675180172 6140322.06711252, 568988.066282201 6140338.06203994, 569069.900794603 6140316.85946173, 569095.939048549 6140339.54994017, 569111.933975973 6140330.99451387, 569133.880504298 6140336.94611477, 569163.638508808 6140371.91177007, 569194.512438487 6140373.3996703, 569245.101046153 6140386.41879727, 569298.66545427 6140497.26736407, 569649.06595737 6140502.47501486, 569945.2455329307 6140780.09797275, 569213.855141417 6141527.63827021, 569130.532728791 6141453.24325894, 569048.69821639 6141286.59843368, 569283.6344120537 6141020.596029827, 569007.780960187 6140750.2104024, 568814.353930876 6140726.40399879, 568756.325822081 6140939.17373104, 568293.588851957 6140869.24242044, 568699.041663402 6138360.64264028, 568704.621289247 6138362.1305405))"
100,1546,A_DU_RM_CL_104      ,A ,"POLYGON ((569507.097544363 6141229.00217174, 569505.615304363 6141227.55090774, 569508.251912364 6141224.80585174, 569508.251912358 6141224.80585174, 569651.9527648133 6141079.799835746, 569725.9963001729 6141006.108195064, 569796.520349221 6140932.0599219, 569867.6711666253 6140859.0963448165, 569902.1260541473 6140823.8683542535, 569935.6496545913 6140790.2114770105, 569945.2455329307 6140780.09797275, 569949.874440774 6140788.46188333, 570001.665640825 6140839.35705138, 570081.370504893 6140917.68316345, 570097.635016914 6140909.18972344, 570127.992200944 6140893.33721143, 570237.557033044 6140917.80034745, 570330.301481125 6140938.50793147, 570350.932041142 6140947.07132348, 570442.085769234 6140984.90741951, 570468.242057253 6140995.76437952, 570578.235401364 6141084.1420116, 570616.380489395 6141116.06927563, 570721.847881493 6141204.34527572, 570791.281929554 6141235.05305174, 570823.984457584 6141249.51605976, 570976.192169734 6141265.36444377, 571034.700233785 6141254.03679576, 571169.175273913 6141228.00121174, 571223.203081964 6141229.88367574, 571224.335081963 6141229.92303574, 571188.506089924 6141275.69954778, 571281.157178444 6141357.74944442, 571215.509876304 6141416.35918857, 571147.014030744 6141488.16173011, 571061.512320093 6141573.19105562, 570989.709778545 6141647.35552288, 570919.796777564 6141717.26852385, 570839.963688613 6141799.46353852, 570770.995457925 6141871.26608006, 570697.303375804 6141945.43054731, 570622.666523413 6142021.95694028, 570548.974441303 6142095.64902239, 570469.613737485 6142172.64780049, 570387.784073183 6142091.29833254, 570315.035785115 6142020.06914848, 570241.652297044 6141948.21807641, 570169.345736973 6141877.42137234, 570093.752328904 6141803.40662027, 570019.613064833 6141730.81561221, 569946.269128773 6141659.00303614, 569873.716488703 6141587.96550007, 569799.768840635 6141515.56182001, 569784.295752624 6141500.41186799, 569726.291912564 6141443.61922794, 569652.126152492 6141371.00229987, 569579.993352434 6141300.37577181, 569561.873576415 6141282.63426779, 569507.097544363 6141229.00217174))"
101,1646,A_DU_RM_CL_110      ,A ,"POLYGON ((569324.583125023 6144325.68697692, 569236.3860566848 6144227.17826025, 569112.943914389 6144053.78230315, 568993.7906901458 6143898.838454071, 568776.325421447 6143599.65140686, 569281.026718576 6143262.85465085, 569167.462808852 6143086.8424292365, 568906.1173069754 6143260.516434309, 568791.4236358164 6143093.2548305355, 568996.9164633097 6142952.277193069, 569105.992203738 6142883.660618933, 569176.1744841711 6142976.005724766, 569383.0275212373 6142817.172142733, 569434.3384021594 6142891.415047173, 569564.489090938 6143080.13500316, 569646.904328494 6143028.28940541, 569812.919587065 6143338.34082533, 569965.092699363 6143458.75870082, 570064.091656876 6143612.55145396, 570046.239507372 6143625.80172292, 570152.154984857 6143743.85177747, 569324.583125023 6144325.68697692))"
102,966,F_DU_RM_CL_13       ,F ,"POLYGON ((581259.9457937968 6141631.363570134, 581206.9586723014 6141816.881994684, 581160.3627051992 6141988.928642446, 581104.8059751927 6142166.3517479515, 581024.1591090544 6142110.795017945, 580889.7476654904 6142281.049513126, 580852.1124612925 6142333.02193797, 580694.4030341774 6142082.120576651, 580789.3871209626 6141940.5405227635, 580594.0424896496 6141784.623248229, 580855.6967664541 6141447.698563029, 581212.3351300439 6140976.362434264, 581434.5620500697 6141024.750553947, 581535.9506784981 6141025.352845029, 581987.01425998 6140825.61212336, 582297.9988470504 6140761.08942624, 582487.599256858 6140741.648777658, 582837.9850585681 6140750.5418183105, 583372.3037502819 6140864.432887039, 583581.2181582255 6140913.874019077, 584032.9191081784 6140999.19464044, 584380.858742209 6140983.19887551, 584884.996566679 6140963.22652349, 585041.3679056541 6140971.099016633, 585348.3225755029 6141087.181701924, 585429.5163275959 6142149.042526021, 584969.4156169342 6142156.562047339, 585010.004386484 6142457.557620089, 584580.6611364073 6142456.620284871, 584615.79568414 6142795.189563022, 584177.2769808405 6142230.343782892, 584289.3292930624 6142130.741727584, 584107.9112637506 6141687.868303088, 584433.3965516336 6141639.845883564, 584349.3487112988 6141045.521108032, 584002.9676466052 6141054.402673794, 583567.7709242979 6140983.350147703, 583622.3512441219 6141467.320894904, 583523.363095491 6141489.599396101, 583461.1921351614 6140965.58701618, 582910.5350579562 6140841.24509552, 583097.0479389451 6141454.073133055, 582635.2065193537 6141640.5860140445, 582519.7461644558 6141311.968080874, 582173.3650997622 6141409.665304248, 582102.3125736712 6141169.863028691, 581880.2734296368 6141214.270857498, 581792.9552269339 6140980.35204861, 581525.0107991819 6141098.810502601, 581705.9536871911 6141578.362632129, 581259.9457937968 6141631.363570134))"
103,1566,A_DU_RM_CL_106      ,A ,"POLYGON ((571957.143322343 6141977.37326815, 571669.789147179 6142222.61241288, 571596.078364137 6142143.47778733, 571428.393741044 6142272.94599077, 571335.3421235941 6142334.406743259, 571143.23646617 6142468.13234108, 571151.986989845 6142590.72810137, 571132.350072203 6142673.17466824, 571053.4329459616 6142736.878033426, 570469.978934042 6142172.59207278, 571284.329722641 6141354.01115169, 571414.679542634 6141473.90205824, 571522.994433584 6141364.38059659, 571605.057141841 6141487.94114778, 571643.128177596 6141569.92801707, 571614.213844077 6141661.75474578, 571616.210275751 6141717.63149823, 571647.764920771 6141763.9619898, 571774.901576543 6141866.99013628, 571897.021274228 6141926.58403664, 571957.143322343 6141977.37326815))"
104,1568,A_DU_RM_CL_108      ,A ,"POLYGON ((571077.598135714 6143801.31351122, 570953.759691389 6143253.63709927, 570920.174700938 6143128.72800803, 570930.122989797 6143104.69595665, 571120.859640366 6142837.59062394, 571066.492974573 6142749.41711302, 571053.4329459616 6142736.878033426, 571132.350072203 6142673.17466824, 571151.986989845 6142590.72810137, 571143.23646617 6142468.13234108, 571335.3421235941 6142334.406743259, 571428.393741044 6142272.94599077, 571596.41069689 6142143.41549864, 571669.910021347 6142222.21133919, 571868.055238512 6142053.02782231, 572109.508730294 6142635.96021363, 572389.855016541 6142931.01505984, 571077.598135714 6143801.31351122))"
105,1626,A_DU_RM_CL_111      ,A ,"POLYGON ((567310.4864748283 6144622.323315325, 567509.8973893215 6144566.955425834, 567637.9356337683 6144462.708071403, 567645.2891815912 6144475.252358866, 567752.024708015 6144389.792658091, 568199.568767839 6144016.22762, 568197.3595661267 6143683.762325154, 568197.9804240853 6143356.998421249, 568226.8123065003 6143377.967063005, 568250.4020284761 6143485.431352006, 568357.8663174775 6143490.673512446, 568460.0884460399 6143558.821598154, 568564.9316548217 6143755.40261462, 568776.325421447 6143599.65140686, 568993.7906901458 6143898.838454071, 569318.558321885 6144328.55465007, 569318.558321885 6144328.55465007, 569318.558321885 6144328.55465007, 569146.872352896 6144450.90992161, 569025.756530844 6144434.89718837, 569000.8625910118 6144450.650650766, 568990.19387037 6144545.00846505, 568873.4834397815 6144630.175214925, 569018.2947548074 6144825.075438011, 568330.2359055062 6145326.352169593, 568285.7083065558 6145168.188453211, 568217.2082125379 6145214.995924765, 568107.599741765 6145394.435598695, 567903.4093564478 6145271.455848339, 567721.1964119691 6145076.4709685, 567310.4864748283 6144622.323315325))"
106,1809,E_DU_RM_CL_115      ,E ,"POLYGON ((585904.013830868 6140133.3404624, 585898.486359043 6140132.29377239, 586039.722543594 6139778.34048592, 586251.164478106 6139264.46088766, 586279.944219839 6139274.07567852, 586527.6922980237 6138675.221044058, 586613.291497834 6138722.55720138, 586689.205802457 6138778.06597377, 586716.979288385 6138794.99132147, 586890.625880547 6138933.0667776, 587077.28066472 6139017.89855368, 587249.7465710853 6139096.527287947, 587517.6510150239 6139236.385692543, 587625.315346983 6139304.13524061, 587634.394414069 6139330.41133307, 587578.323704463 6139351.81872613, 587582.716144005 6139464.91903558, 587569.770063644 6139495.8002665, 587438.296844681 6139825.50809971, 587266.771791876 6140237.99936739, 587252.845643675 6140282.07483943, 587182.14089152 6140273.95973961, 586963.8763771147 6140249.504483607, 586667.33916311 6140216.22861539, 586398.891086669 6140185.80884691, 586086.286903211 6140153.59953715, 585904.013830868 6140133.3404624))"
107,1811,E_DU_RM_CL_105      ,E ,"POLYGON ((580009.955251971 6139026.55974769, 580369.660678439 6138348.79281766, 580426.199945397 6138377.06245114, 580627.3862931548 6137993.422723392, 580686.5643870023 6138007.592126145, 580758.5797312938 6138007.8439108785, 580862.4316799854 6137983.420792038, 580934.5843133947 6137984.818921205, 580999.3664877379 6138009.79518119, 581034.1315015707 6138025.929000295, 581116.8329604927 6138063.650241782, 581260.8419456058 6138111.778911088, 581359.1942705916 6138128.448796678, 581405.6209666007 6138134.286227052, 581498.3878152748 6138140.117716592, 581531.191302981 6138282.93426706, 581487.2726160178 6138438.959457189, 581415.4117547515 6138717.389845078, 581390.3213523431 6138820.431012249, 581352.4001502418 6138978.094576172, 581311.932919598 6139128.18851938, 581182.732360238 6139097.94631946, 581066.441153403 6139091.18289896, 580918.083844826 6139088.28606103, 580777.551104349 6139091.88032625, 580667.424179839 6139097.21152343, 580430.329799696 6139116.98666678, 580190.102752984 6139131.57627815, 580048.220422818 6139141.46547733, 580009.955251971 6139026.55974769))"
108,1815,E_DU_RM_CL_111      ,E ,"POLYGON ((583599.9670578666 6140918.757146881, 583903.6102785716 6140305.078216617, 583817.3116790028 6140169.237828407, 583726.2187127913 6140231.564594762, 583560.0140025107 6140009.425606985, 583630.3313799371 6139918.332640773, 583694.578274271 6139814.26408484, 583742.608228384 6139699.16465358, 583753.7135914458 6139625.329166158, 583767.529341585 6139537.19421092, 583861.930908309 6139571.89663605, 584238.550058282 6139732.04772374, 584506.342066379 6139842.2108724, 584997.514357623 6140043.56210185, 585072.425999632 6140052.12697979, 585177.124856238 6140061.97169466, 585308.054913931 6140074.13600177, 585596.678747051 6140101.26757728, 586082.542002477 6140152.38748314, 586071.736103199 6140269.86873381, 586068.606401351 6140301.32805332, 586103.829044865 6140303.02139175, 586067.690764309 6140664.49086708, 586051.898022395 6140780.68785319, 586123.824628726 6140901.94404487, 586172.518756554 6141022.14399218, 586003.780296856 6141086.56888397, 585946.181772894 6141119.20037872, 585875.6085825881 6141294.076548695, 585792.9318401531 6141260.998625157, 585580.569783326 6141175.01186769, 585348.3225755029 6141087.181701924, 585041.3679056541 6140971.099016633, 584884.996566679 6140963.22652349, 584523.3899129906 6140977.312678162, 584403.5902479953 6140982.376200451, 584313.097494671 6140986.543629879, 584219.6280060399 6140990.512610288, 584167.2374646415 6140993.092447555, 584032.9191081784 6140999.19464044, 583784.8262022379 6140952.013500322, 583599.9670578666 6140918.757146881))"
109,944,G_DU_RM_CL_13       ,G ,"POLYGON ((570936.8276061786 6147717.549530977, 570919.6930691046 6147684.931842561, 570867.2868291282 6147627.773755922, 570771.9210256505 6147696.119248414, 570719.4698337378 6147742.212720095, 570759.2055851868 6147796.253342066, 570740.2784531736 6147808.136049026, 570712.0887495677 6147819.790237484, 570644.9114151525 6147836.289933655, 570546.5025129828 6147862.21802764, 570317.8638660257 6147918.7884145165, 570021.0330632402 6147987.423683517, 569951.4900541137 6148003.503898554, 569872.1767644971 6147992.140633375, 569772.275152399 6147977.827666212, 569709.4406472486 6147886.26881585, 569890.7630763968 6147552.348302765, 570197.0631095322 6147178.808217534, 570202.3300631626 6147173.0135134915, 570306.2091269004 6147301.6184781, 570301.4358732386 6147305.7316009365, 570331.6667234037 6147342.508729056, 570860.7869647293 6146942.79234037, 571049.6391899775 6146800.104927963, 571132.2279707777 6146735.815914493, 571240.8138010673 6146651.29019758, 571320.9425948741 6146588.9160947725, 571303.9446538463 6146897.1821558485, 571290.2409719711 6147145.705199141, 571272.0279067538 6147476.008137916, 570936.8276061786 6147717.549530977))"
