_id,GID,COD_CIRCUITO,MUNICIPIO,VERTICES
23,25,D_DU_RM_CL_03       ,D ,"POLYGON ((576698.226703054 6142905.6961573, 576803.872079153 6142853.53170925, 576847.412367193 6142832.03276523, 576948.855183288 6142781.94345319, 577107.434127435 6142703.64207711, 577261.7441539856 6142621.138500925, 577409.9618301133 6142544.13578479, 577386.5386973631 6142434.812735145, 577330.9484969169 6142292.748889564, 577164.911535489 6141974.74700443, 577244.404367563 6141960.33158042, 577266.402223583 6141956.34242842, 577301.984463616 6141965.72022043, 577354.710575666 6141979.61638044, 577360.680847671 6141981.18985244, 577388.558927697 6141988.53721245, 577406.470351714 6142002.45855646, 577473.128975776 6142054.26793251, 577495.949519797 6142054.26793251, 577557.755151855 6141928.79202839, 577683.316559972 6142419.28892485, 577723.198064009 6142574.57922899, 577749.099536033 6142675.43452509, 577764.027792047 6142669.59586908, 578085.928272347 6142543.69545296, 578089.56635235 6142543.46434896, 578150.119120406 6142539.61868496, 578245.328272495 6142533.57186895, 578224.723242899 6142655.73167269, 578213.2207479827 6142880.0851374995, 577954.429520224 6143082.06447746, 577201.250601805 6143648.421722673, 577054.200207386 6143423.25087778, 576901.610831244 6143202.58838158, 576792.546799142 6143044.86876543, 576741.482223094 6142971.02313336, 576699.214255055 6142909.8985573, 576696.796463053 6142906.4023333, 576698.226703054 6142905.6961573))"
24,26,D_DU_RM_CL_06       ,D ,"POLYGON ((577947.8573635085 6142067.445787362, 577893.397099437 6142158.985380161, 577742.7623264729 6142046.588664953, 577796.0638615218 6141971.271278473, 577797.2225905445 6141959.683988245, 577625.010959917 6141827.6222363, 577643.520335934 6141799.77935627, 577643.887727935 6141799.22687627, 577712.559919999 6141695.92636417, 577738.463440023 6141656.96070014, 577739.282064024 6141655.72927614, 577809.502736089 6141550.09942004, 577889.641936164 6141429.54985193, 577999.097104266 6141264.90127577, 578069.261520331 6141159.35605967, 578137.371664394 6141056.90095558, 578137.844368395 6141056.18985158, 578252.842064502 6140883.20389942, 578253.453328503 6140882.28444342, 578306.372048552 6140802.68108334, 578306.596048552 6140802.34421934, 578308.190544554 6140803.43196334, 578365.565456607 6140842.57173938, 578368.84603261 6140844.80965938, 578401.880848641 6140867.3452754, 578477.623696711 6140919.01525945, 578502.160336734 6140935.75362747, 578562.576464791 6140976.9680595, 578631.085392854 6141023.70313155, 578666.450480887 6141047.82837957, 578695.097552914 6141083.6172436, 578756.125840971 6141159.85967567, 578800.157137012 6141214.86767573, 578814.310225025 6141290.7315798, 578823.149649033 6141338.11324384, 578841.64852905 6141437.27145193, 578860.003089067 6141535.65654002, 578879.548785086 6141640.42578812, 578879.548785086 6141640.42578812, 578780.6662663284 6141739.881004728, 578536.6724111559 6141990.166250227, 578444.8451143444 6142093.086777526, 578337.5883138715 6142213.60929283, 578289.99479496 6142268.17199233, 578282.7300510978 6142316.572527256, 578237.5396192085 6142279.493198527, 577947.8573635085 6142067.445787362))"
25,27,D_DU_RM_CL_05       ,D ,"POLYGON ((576814.442324545 6141009.54616808, 576823.702741212 6141000.02116808, 576850.818677319 6140975.04790812, 576920.804824545 6140910.59200141, 576933.769407879 6140897.89200141, 577036.226786051 6140799.75721912, 577043.308116419 6140792.54208759, 577108.866831437 6140737.07276328, 577112.18084744 6140733.88405928, 577116.108207443 6140730.10505127, 577339.679503652 6140514.97797907, 577341.484367653 6140513.24124307, 577342.609455654 6140512.15874707, 577451.158415755 6140407.70969097, 577478.950831781 6140380.96693895, 577562.809551859 6140300.27557887, 577564.682895861 6140298.47292287, 577576.573231872 6140305.34927488, 577577.532687873 6140305.90418688, 577589.857231885 6140313.03157889, 577650.880655941 6140354.69186692, 577667.394319957 6140365.96565893, 577719.008176005 6140401.20217097, 577745.448144029 6140419.25244298, 577829.916112108 6140476.91826704, 577909.171664182 6140531.02543509, 577992.390928259 6140587.83865114, 578102.319248362 6140662.88607521, 578224.756784476 6140746.47324329, 578306.596048552 6140802.34421934, 578306.372048552 6140802.68108334, 578253.453328503 6140882.28444342, 578252.842064502 6140883.20389942, 578137.844368395 6141056.18985158, 578137.371664394 6141056.90095558, 578069.261520331 6141159.35605967, 577999.097104266 6141264.90127577, 577889.641936164 6141429.54985193, 577809.502736089 6141550.09942004, 577739.282064024 6141655.72927614, 577738.463440023 6141656.96070014, 577712.559919999 6141695.92636417, 577643.887727935 6141799.22687627, 577637.5308889713 6141810.215118912, 577559.6586593221 6141755.134761356, 577419.1087814186 6141661.118288974, 577285.2065328755 6141598.440640721, 577311.215136174 6141522.40996503, 577221.441065571 6141429.43586391, 577234.1192617129 6141417.509021092, 577019.2619066574 6141206.443266421, 576814.442324545 6141009.54616808, 576814.442324545 6141009.54616808))"
26,28,CH_DU_RM_CL_06      ,CH,"POLYGON ((576926.28100085 6137936.027275555, 576613.605710975 6137412.63388018, 576710.1134880946 6137391.597868014, 576812.455851907 6137381.00147023, 577109.8350517097 6137370.145905744, 577119.204719446 6137340.99826412, 577176.343951499 6137169.01103196, 577217.362767538 6137045.54543184, 577252.07358357 6136941.06725575, 577302.242895617 6136790.0588396, 577621.8754222161 6136963.959406372, 577633.6543622344 6136951.274394045, 577693.919119981 6136956.71547976, 577693.4551346351 6136956.710827899, 577729.205392014 6136990.73992779, 577801.531280082 6137060.25906386, 577815.093072094 6137073.29455187, 577873.890832149 6137129.81048792, 577876.389840151 6137132.21243992, 577877.167184152 6137132.37256792, 577931.487472203 6137143.56267993, 577964.292624233 6137150.32056794, 578053.638096316 6137168.72597596, 578054.678544317 6137168.94027996, 578070.761680332 6137181.36191197, 578144.5820016803 6137231.765367119, 578278.471448046 6137328.165768502, 578469.5719329952 6137471.432229176, 578482.4175977845 6137480.194104481, 578478.918384713 6137493.80015226, 578362.915632605 6137464.27068023, 578359.996752602 6137463.60389623, 578328.719120573 6137456.45906423, 578304.14680055 6137450.84597622, 578244.402672494 6137437.19842421, 578103.380240363 6137404.98418418, 578094.526352355 6137402.96162418, 578044.237040308 6137400.23128817, 578013.327248279 6137398.55304817, 577938.88635221 6137394.51132017, 577929.607440201 6137394.00757617, 577883.402640158 6137391.49884016, 577860.878544137 6137390.27592816, 577776.457232058 6137385.69237616, 577667.342991957 6137379.76818415, 577587.300943882 6137375.42236015, 577584.392303879 6137375.26447215, 577584.099151879 6137377.50348015, 577564.504079861 6137527.15765629, 577558.974735856 6137569.38725633, 577549.733327847 6137639.9671284, 577549.384623847 6137642.6303604, 577548.425871846 6137645.3952244, 577537.715343836 6137676.28444043, 577502.913007804 6137776.65356052, 577467.747727771 6137878.06933662, 577466.307055769 6137877.89586462, 577460.611663764 6137877.20994462, 577388.828495697 6137868.56511261, 577303.505071618 6137858.2895606, 577036.126159369 6137826.08888857, 576965.8592257403 6137904.109352256, 576926.28100085 6137936.027275555))"
27,29,CH_DU_RM_CL_12      ,CH,"POLYGON ((576254.585486641 6138872.10127354, 576263.098158649 6138769.74792945, 576273.053358658 6138650.73576934, 576283.268494668 6138534.15548123, 576292.207822676 6138428.83116113, 576300.908494684 6138326.31800904, 576305.618830689 6138270.82044098, 576308.671246691 6138234.85720895, 576317.5925907 6138129.74447285, 576321.990670704 6138077.9251448, 576328.065038709 6138006.35708074, 576333.602894715 6137941.10876068, 576341.230830722 6137851.23612059, 576350.32167873 6137744.12658449, 576360.344078739 6137626.04207238, 576373.081262751 6137475.97122424, 576377.843086756 6137419.86767219, 576385.403086763 6137330.79448811, 576406.954830783 6137076.86914387, 576613.605710975 6137412.63388018, 576700.2923496919 6137558.96009285, 576774.6844126873 6137684.091357786, 576926.28100085 6137936.027275555, 576820.788815168 6138047.60389678, 576805.040143154 6138111.36178484, 576797.844751147 6138140.49157686, 576796.191375145 6138148.75448887, 576788.371663138 6138187.83215291, 576788.244367138 6138204.18344892, 576788.145423138 6138216.90933693, 576788.042991138 6138230.06056895, 576787.975983138 6138238.68392895, 576787.224783137 6138335.17832904, 576862.560271207 6138588.82914528, 576888.685647232 6138595.43666529, 576944.605327284 6138609.5796733, 577155.21966348 6138670.13295336, 577155.21966348 6138670.20351336, 577155.21966348 6138692.47304938, 577147.137487472 6138697.79176938, 577115.322063443 6138718.7287614, 577105.453071433 6138725.22325741, 577082.857807412 6138740.09276142, 577028.321615362 6138763.38456944, 576929.60843127 6138805.54376948, 576828.7701188849 6138849.087784299, 576838.8399102053 6138868.452767607, 576801.142742698 6138884.461153809, 576747.1789892112 6138906.924534447, 576746.9207894338 6138905.891735337, 576840.011215186 6139042.8347777, 576907.99124725 6139142.4360578, 576907.914127249 6139142.5050498, 576832.506095179 6139210.11708186, 576755.606799108 6139279.06616992, 576754.363375106 6139280.18111392, 576673.839119031 6139352.38040999, 576569.358542934 6139446.05922608, 576569.241966934 6139445.94847408, 576476.494030848 6139357.796666, 576475.095694846 6139356.46767399, 576474.890158846 6139356.14812199, 576471.371214843 6139350.68136999, 576418.905326794 6139269.17308191, 576410.240334786 6139255.7117699, 576408.528174784 6139252.0134659, 576321.951950704 6139065.00552972, 576280.906126665 6138976.34556164, 576256.934030643 6138924.56511359, 576251.186446638 6138912.14997758, 576254.585486641 6138872.10127354))"
28,30,CH_DU_RM_CL_13      ,CH,"POLYGON ((576645.5291505599 6139522.02607415, 576569.8749424889 6139446.05922608, 576674.3555185859 6139352.38040999, 576754.8797746609 6139280.18111392, 576756.1231986629 6139279.06616992, 576833.0224947339 6139210.11708186, 576908.430526804 6139142.5050498, 576908.5076468049 6139142.4360578, 576840.5276147409 6139042.8347777, 576747.9535885436 6138906.924534447, 576747.4371889887 6138906.924534447, 576800.1099435881 6138884.977553364, 576838.8399102055 6138868.452767607, 576828.5119191075 6138849.087784299, 576930.1248308249 6138805.54376948, 577028.8380149169 6138763.38456944, 577083.374206967 6138740.09276142, 577105.9694709879 6138725.22325741, 577115.8384629979 6138718.7287614, 577147.653887027 6138697.79176938, 577155.7360630349 6138692.47304938, 577155.7360630349 6138670.20351336, 577155.7360630349 6138670.13295336, 577162.5424950409 6138672.00866536, 577162.7549110409 6138672.06716136, 577167.435615046 6138673.35708136, 577200.181023076 6138682.38095337, 577609.9273976329 6138807.82261471, 577620.590437074 6138811.80660747, 577727.220831489 6138866.176391, 577798.5811723659 6138905.19608478, 577854.708599755 6138933.43556286, 577893.845469793 6138953.00399788, 577893.728293535 6138953.00399788, 577893.845469793 6138953.00399788, 577881.4565437109 6138971.27202564, 577871.9356797019 6138988.37746565, 577836.4559676689 6139052.12194571, 577791.6342396269 6139132.65087379, 577700.1183675419 6139297.07250594, 577674.8232205983 6139288.155643268, 577560.0261044014 6139469.583253481, 577480.9525663218 6139611.273400396, 577514.9873273689 6139629.68767425, 577463.8146553219 6139721.62665034, 577453.6725753119 6139739.84847435, 577437.063935297 6139753.81532236, 577370.0044472339 6139810.20866642, 577347.0221752129 6139829.53532244, 577299.6253431689 6139869.39337047, 577274.9224951459 6139890.16706649, 577273.189663144 6139893.1916745, 577251.541183124 6139930.97762653, 577202.3560310779 6140016.82767461, 577201.6641910779 6140018.03522661, 577198.4081270739 6140015.44834661, 577165.4639030439 6139989.27426658, 577070.389278955 6139913.73762651, 577066.6921909519 6139910.77209051, 576996.2248948859 6139854.24553046, 576971.9844788639 6139834.80057044, 576933.8045428279 6139804.17385041, 576920.3231348159 6139793.3596104, 576806.90735871 6139684.0709063, 576803.168926706 6139680.3168263, 576719.466366628 6139596.26860222, 576663.845982577 6139540.41845817, 576645.5291505599 6139522.02607415))"
29,1386,D_DU_RM_CL_15       ,A ,"POLYGON ((577626.2776895097 6141829.021783417, 577796.1632985421 6141959.168068695, 577796.1632985421 6141973.076832008, 577742.5152114793 6142046.594580943, 577892.5311586366 6142159.851653627, 577948.166211887 6142068.451209005, 578280.9830482956 6142314.835016249, 578274.0286666394 6142350.600407623, 578264.0938357018 6142395.30714684, 578245.2176569204 6142536.381746149, 578081.2929464504 6142545.323093993, 577749.4695931355 6142674.475896176, 577711.7172355728 6142537.375229242, 577625.2842064159 6142199.590977376, 577563.688254603 6141954.200653226, 577558.7208391342 6141929.363575883, 577624.2907233222 6141830.015266511, 577626.2776895097 6141829.021783417))"
30,31,D_DU_RM_CL_07       ,D ,"POLYGON ((577201.147791523 6140018.03522661, 577201.839631523 6140016.82767461, 577251.024783569 6139930.97762653, 577272.673263589 6139893.1916745, 577274.406095591 6139890.16706649, 577299.108943614 6139869.39337047, 577346.505775658 6139829.53532244, 577369.488047679 6139810.20866642, 577436.547535742 6139753.81532236, 577453.156175757 6139739.84847435, 577478.357167781 6139742.20108235, 577492.288975794 6139743.50165835, 577502.861871804 6139744.48866636, 577597.548495892 6139812.76834642, 577631.316335923 6139837.11874644, 577648.690479939 6139849.64732245, 577689.618159977 6139879.16095448, 577865.201840141 6140005.7765386, 577877.627056153 6140014.73650661, 577884.214032159 6140019.25695461, 577952.817168223 6140066.33673066, 578055.673712318 6140136.92338672, 578138.142000395 6140193.51839477, 578222.480976474 6140251.39717883, 578331.289456575 6140326.0683789, 578452.208432688 6140409.05065097, 578534.587504764 6140465.58447503, 578615.44907284 6140521.07679508, 578699.713296918 6140578.90421913, 578790.684049003 6140641.33417119, 578844.244273053 6140678.09052323, 578891.147793096 6140710.27887526, 578898.875633104 6140715.58217126, 578903.009585107 6140719.59426726, 578966.636337167 6140781.34434732, 578969.189521169 6140784.57493932, 578972.049105172 6140788.19324333, 578975.655281175 6140792.75605933, 579035.0743587672 6140872.493104054, 579044.460241239 6140925.58028346, 579055.4936950615 6140989.658784803, 579070.2201164659 6141074.158651203, 579089.393745281 6141178.90457169, 579123.651729313 6141372.04316387, 579145.405227757 6141483.6896876, 579037.067307656 6141502.08789562, 578948.3617359339 6141569.877327468, 578879.589383123 6141640.523011569, 578879.548785086 6141640.42578812, 578860.003089067 6141535.65654002, 578841.64852905 6141437.27145193, 578823.149649033 6141338.11324384, 578814.310225025 6141290.7315798, 578800.157137012 6141214.86767573, 578756.125840971 6141159.85967567, 578695.097552914 6141083.6172436, 578666.450480887 6141047.82837957, 578631.090960854 6141023.69490755, 578562.59256079 6140976.9432595, 578502.181872734 6140935.71177147, 578477.653328711 6140918.97052345, 578401.918544641 6140867.2800274, 578381.338512622 6140853.23362739, 578377.535280618 6140850.63775539, 578308.247248554 6140803.34738734, 578224.807024476 6140746.39765929, 578102.360208362 6140662.82527521, 577992.423632259 6140587.79129114, 577909.197744182 6140530.98786709, 577829.935088108 6140476.88956304, 577745.46059203 6140419.23397898, 577715.162320001 6140398.55477897, 577667.400655957 6140365.95644294, 577651.490575942 6140355.09759493, 577589.857231885 6140313.03157889, 577576.669583872 6140305.31733888, 577555.277359852 6140292.80377087, 577553.24843185 6140291.61695487, 577539.583055838 6140283.62335486, 577479.046031781 6140236.32732281, 577472.142031775 6140230.93356281, 577445.90446375 6140210.32073079, 577349.05089566 6140134.23077872, 577276.787375593 6140077.45906667, 577201.147791523 6140018.03522661))"
31,32,CH_DU_RM_CL_02      ,CH,"POLYGON ((576457.37377483 6136500.28392733, 576456.163598829 6136500.75592734, 576460.113582832 6136451.66469529, 576466.956046839 6136366.62287121, 576477.977038849 6136229.64875908, 576489.176366859 6136090.45922295, 576497.982350868 6135981.01307885, 576501.107150871 6135942.17666281, 576503.682318873 6135910.17224678, 576505.911950875 6135882.46223076, 576512.942734882 6135795.07842268, 576528.496782896 6135798.86946268, 576529.195150897 6135799.03963868, 576529.490894897 6135799.11176668, 576617.535363615 6135691.643572342, 576866.9651062539 6135890.75784415, 577096.0577921846 6135621.4203811195, 577147.668207473 6135729.65384662, 577197.442383519 6135833.44975071, 577211.852367532 6135863.49947874, 577248.733359567 6135940.40866281, 577295.17300761 6136037.2507749, 577300.549423615 6136048.46235891, 577326.612239639 6136102.81195896, 577327.17307164 6136119.34395898, 577328.252751641 6136151.16744701, 577328.636047641 6136162.46015102, 577328.709903641 6136164.63855102, 577327.36161564 6136254.23695111, 577326.90068764 6136284.86527113, 577325.384143638 6136385.64853523, 577325.354639638 6136387.61439123, 577325.616463638 6136387.91387923, 577353.238095664 6136419.49720726, 577441.5935275544 6136522.964882498, 577322.0728225163 6136699.5859837085, 577210.7093169319 6136741.435963514, 577164.076431488 6136715.24143154, 577134.15358346 6136697.69333552, 577130.229903457 6136695.39237552, 577038.922639371 6136628.52389545, 576980.774031317 6136585.93906341, 576931.161551271 6136549.60552738, 576879.115407223 6136511.48975135, 576815.919919164 6136465.2088873, 576813.921615162 6136463.7453993, 576812.00852716 6136462.3444713, 576722.584623077 6136396.85515924, 576721.412367076 6136397.31227924, 576701.369935057 6136405.12853525, 576686.965071044 6136410.74626325, 576575.98820694 6136454.02591129, 576457.37377483 6136500.28392733))"
32,33,CH_DU_RM_CL_05      ,CH,"POLYGON ((576409.795406786 6137081.48437588, 576406.954830783 6137076.86914387, 576415.171598791 6136980.67157578, 576418.317742793 6136943.83800775, 576424.319950799 6136873.56619968, 576455.901326828 6136503.82517534, 576456.163598829 6136500.75592734, 576457.37377483 6136500.28392733, 576575.98820694 6136454.02591129, 576686.965071044 6136410.74626325, 576701.369935057 6136405.12853525, 576721.412367076 6136397.31227924, 576722.584623077 6136396.85515924, 576812.00852716 6136462.3444713, 576813.921615162 6136463.7453993, 576815.919919164 6136465.2088873, 576879.115407223 6136511.48975135, 576931.161551271 6136549.60552738, 576980.774031317 6136585.93906341, 577038.922639371 6136628.52389545, 577130.229903457 6136695.39237552, 577134.15358346 6136697.69333552, 577164.076431488 6136715.24143154, 577210.7093169319 6136741.435963514, 577302.242895617 6136790.0588396, 577252.07358357 6136941.06725575, 577217.362767538 6137045.54543184, 577176.343951499 6137169.01103196, 577119.204719446 6137340.99826412, 577109.8350517097 6137370.145905744, 576812.455851907 6137381.00147023, 576710.1134880946 6137391.597868014, 576613.605710975 6137412.63388018, 576425.1108308 6137106.3686639, 576409.795406786 6137081.48437588))"
33,34,CH_DU_RM_CL_08      ,CH,"POLYGON ((577473.449455776 6137889.93186463, 577467.747727771 6137878.06933662, 577502.913007804 6137776.65356052, 577537.715343836 6137676.28444043, 577548.425871846 6137645.3952244, 577549.384623847 6137642.6303604, 577549.733327847 6137639.9671284, 577558.974735856 6137569.38725633, 577564.504079861 6137527.15765629, 577584.099151879 6137377.50348015, 577584.392303879 6137375.26447215, 577587.301295882 6137375.37416815, 577667.168975957 6137378.38645615, 577667.758415957 6137378.42271215, 577776.573328058 6137385.10149616, 577860.878544137 6137390.27592816, 577875.43233615 6137391.16927216, 577881.631376156 6137391.54972016, 577883.404304158 6137391.64476017, 578013.320848279 6137398.60876017, 578045.534384309 6137400.33560817, 578094.526352355 6137402.96162418, 578103.575312363 6137404.99986418, 578244.523376494 6137436.74677621, 578304.30299255 6137450.21135222, 578318.630928563 6137453.43855222, 578330.423248574 6137456.09468022, 578359.996752602 6137463.60389623, 578362.900240605 6137464.34114423, 578478.918384713 6137493.80015226, 578577.872304805 6137526.72706429, 578713.306448931 6137571.79266433, 578715.315066686 6137580.184461237, 578712.2175617588 6137585.727364791, 578703.4141267022 6137599.584623675, 578655.805328877 6137671.74114443, 578624.860592849 6137718.27237647, 578564.600656792 6137808.88444055, 578542.122896771 6137842.68405658, 578517.006416748 6137880.45148062, 578497.66478473 6137909.53532065, 578495.389424728 6137916.29186465, 578494.926096727 6137917.66767265, 578479.729072713 6137962.7934327, 578471.790288706 6137986.36620072, 578438.960912675 6137978.64245671, 578425.728144663 6137998.99167273, 578357.124624599 6138104.48904883, 578289.527728536 6138208.43868093, 578288.582032535 6138210.16277693, 578246.494640496 6138286.896953, 578193.792656447 6138382.98364109, 578193.533936447 6138383.45544909, 578190.429424444 6138381.77308109, 578102.034416361 6138333.86956104, 577997.982224265 6138277.48095299, 577957.407440227 6138255.49244097, 577894.249104168 6138221.26540094, 577893.999216168 6138221.12994494, 577867.786352143 6138203.65666492, 577865.188240141 6138201.92485692, 577743.029264027 6138307.95570502, 577706.173679993 6138339.94540105, 577688.902351977 6138354.93637706, 577684.537167973 6138357.48156106, 577594.094991889 6138410.21544911, 577579.293455875 6138404.12498511, 577576.086159872 6138402.80527311, 577576.813455872 6138390.6913531, 577581.014031876 6138320.73308103, 577585.10164788 6138252.65148097, 577591.934991886 6138138.84296886, 577591.976367887 6138138.15477686, 577557.348207854 6138065.16584879, 577532.367471831 6138012.51183274, 577489.764431791 6137923.87557666, 577473.449455776 6137889.93186463))"
34,35,CH_DU_RM_CL_03      ,CH,"POLYGON ((577077.361551407 6135582.23963848, 577167.566543491 6135528.64917443, 577235.128879554 6135488.51077439, 577312.194639626 6135442.72635835, 577397.858831706 6135391.8336223, 577418.964271725 6135379.29506229, 577475.893679778 6135345.47359026, 577524.857807824 6135316.38431023, 577559.126479856 6135296.02539821, 577568.400847865 6135290.51557421, 577689.530191977 6135395.36875831, 577698.786095986 6135403.38095031, 577774.461648057 6135665.02383056, 577773.050640055 6135671.28143056, 577741.737104026 6135810.15387869, 577735.60126402 6135920.5344228, 577756.57153604 6136023.41896689, 577420.869839727 6136135.41775099, 577328.709903641 6136164.63855102, 577328.636047641 6136162.46015102, 577328.252751641 6136151.16744701, 577327.17307164 6136119.34395898, 577326.612239639 6136102.81195896, 577300.549423615 6136048.46235891, 577295.17300761 6136037.2507749, 577248.733359567 6135940.40866281, 577211.852367532 6135863.49947874, 577197.442383519 6135833.44975071, 577147.668207473 6135729.65384662, 577096.0577921846 6135621.4203811195, 577077.361551407 6135582.23963848))"
35,36,CH_DU_RM_CL_01      ,CH,"POLYGON ((576513.258126882 6135790.87115867, 576513.379214882 6135789.25477467, 576521.88897489 6135675.69416657, 576529.360910897 6135575.98325447, 576540.497806907 6135427.36338234, 576546.724718913 6135344.26607026, 576554.53300692 6135240.06578216, 576563.004622928 6135127.01330206, 576580.782350945 6134889.77256584, 576592.591246956 6134732.18632569, 576599.097934962 6134645.35397361, 576609.993294972 6134499.95842147, 576617.131214979 6134495.20325347, 576628.756110989 6134487.45880546, 576654.7720997112 6134481.710011978, 577055.999215387 6134845.96155779, 577266.039247583 6135028.19006996, 577363.328431674 6135112.59707804, 577448.366031753 6135186.37467811, 577567.033583863 6135289.32939821, 577568.400847865 6135290.51557421, 577559.126479856 6135296.02539821, 577524.857807824 6135316.38431023, 577475.893679778 6135345.47359026, 577418.964271725 6135379.29506229, 577397.858831706 6135391.8336223, 577312.194639626 6135442.72635835, 577235.128879554 6135488.51077439, 577167.566543491 6135528.64917443, 577077.361551407 6135582.23963848, 577096.0577921846 6135621.4203811195, 576866.9651062539 6135890.75784415, 576617.535363615 6135691.643572342, 576591.413774955 6135722.80069461, 576563.510222929 6135757.18786264, 576529.490894897 6135799.11176668, 576529.195150897 6135799.03963868, 576528.496782896 6135798.86946268, 576512.942734882 6135795.07842268, 576513.258126882 6135790.87115867))"
36,37,CH_DU_RM_CL_10      ,CH,"POLYGON ((578357.124624599 6138104.48904883, 578425.728144663 6137998.99167273, 578438.960912675 6137978.64245671, 578471.790288706 6137986.36620072, 578479.729072713 6137962.7934327, 578494.926096727 6137917.66767265, 578495.389424728 6137916.29186465, 578497.66478473 6137909.53532065, 578517.006416748 6137880.45148062, 578542.122896771 6137842.68405658, 578564.600656792 6137808.88444055, 578624.860592849 6137718.27237647, 578655.805328877 6137671.74114443, 578692.9804258945 6137615.561228035, 578711.239402308 6137621.104131589, 578733.4110165245 6137582.792886439, 578800.408177012 6137607.72056837, 578860.405457068 6137632.90876039, 578868.700241076 6137636.39106439, 578975.723377175 6137681.32178443, 579075.204433268 6137723.08620047, 579130.89377732 6137746.4657845, 579150.971729338 6137754.8949365, 579189.325009374 6137762.08536851, 579192.169585377 6137762.61868051, 579210.849073394 6137759.84767251, 579256.580497437 6137753.0635765, 579410.47083358 6137730.23448848, 579446.137169613 6137724.94348048, 579511.725777674 6137715.21368847, 579548.927825709 6137709.69490446, 579582.19844974 6137731.12232848, 579931.246738065 6137955.92296869, 579958.836114091 6137973.69157671, 579978.98472211 6137986.66808872, 579979.16264211 6137986.78271272, 579909.826802045 6138068.9547768, 579864.822290003 6138122.29103285, 579860.471889999 6138126.61615285, 579839.84276998 6138147.12536887, 579741.020145888 6138245.37346496, 579690.403249841 6138295.69602501, 579605.142929761 6138380.46066509, 579510.848803105 6138472.93312368, 579499.797562376 6138473.12587788, 579471.655449358 6138468.05001732, 579438.630229972 6138462.26739135, 579396.738317442 6138455.0069832, 579369.495724018 6138450.18812823, 579323.041962118 6138442.41370888, 579279.800770198 6138435.21755213, 579254.100210364 6138430.97695976, 579190.170067777 6138419.86146763, 579131.829796954 6138410.86627169, 579013.093210521 6138390.04881822, 578887.000593093 6138368.67557708, 578828.390545038 6138358.06165706, 578788.180145001 6138350.77989706, 578724.601040941 6138339.26616905, 578663.501904884 6138328.20156104, 578663.364304884 6138328.15752904, 578583.52817681 6138302.59055301, 578379.32161662 6138237.19464895, 578289.527728536 6138208.43868093, 578357.124624599 6138104.48904883))"
37,38,CH_DU_RM_CL_11      ,CH,"POLYGON ((577626.209551918 6138796.20728947, 577674.153263963 6138692.69416938, 577680.371183969 6138679.26946536, 577712.928879999 6138608.9752573, 577751.949904036 6138524.72687322, 577753.993712037 6138520.31410522, 577689.515855977 6138356.49493706, 577688.902351977 6138354.93637706, 577706.173679993 6138339.94540105, 577743.029264027 6138307.95570502, 577865.188240141 6138201.92485692, 577867.786352143 6138203.65666492, 577893.999216168 6138221.12994494, 577894.249104168 6138221.26540094, 577957.407440227 6138255.49244097, 577997.982224265 6138277.48095299, 578102.034416361 6138333.86956104, 578190.429424444 6138381.77308109, 578193.533936447 6138383.45544909, 578193.792656447 6138382.98364109, 578246.494640496 6138286.896953, 578288.582032535 6138210.16277693, 578289.527728536 6138208.43868093, 578379.32161662 6138237.19464895, 578583.52817681 6138302.59055301, 578663.364304884 6138328.15752904, 578663.501904884 6138328.20156104, 578724.601040941 6138339.26616905, 578788.180145001 6138350.77989706, 578828.390545038 6138358.06165706, 578887.000593093 6138368.67557708, 579013.093210521 6138390.04881822, 579131.829796954 6138410.86627169, 579190.170067777 6138419.86146763, 579254.100210364 6138430.97695976, 579279.800770198 6138435.21755213, 579323.041962118 6138442.41370888, 579369.495724018 6138450.18812823, 579396.738317442 6138455.0069832, 579438.630229972 6138462.26739135, 579471.655449358 6138468.05001732, 579499.797562376 6138473.12587788, 579510.848803105 6138472.93312368, 579445.811729613 6138538.83682523, 579389.411281561 6138594.88194529, 579337.252753512 6138646.71183333, 579283.420593462 6138700.20485738, 579187.316465372 6138795.70335347, 579072.372369265 6138909.92303358, 578908.931729113 6139072.33372173, 578801.952561013 6139178.63893783, 578774.715218086 6139193.7332923, 578716.6952365 6139192.06825972, 578624.862285513 6139189.25051227, 578585.157662353 6139188.35395626, 578560.054094161 6139187.07316197, 578473.728558645 6139185.40812938, 578405.077984406 6139175.9302516, 578394.703550612 6139172.472107, 578369.599982421 6139160.94495834, 578302.614440766 6139130.84629239, 578236.464600495 6139101.65399982, 578179.658188398 6139085.3780949, 578046.199422808 6139025.18076302, 577938.612701986 6138976.25442093, 577908.796336241 6138960.26892585, 577900.828350724 6138956.16775683, 577893.329070238 6138953.00399788, 577854.1922002 6138933.43556286, 577798.064772811 6138905.19608478, 577726.704431934 6138866.176391, 577620.074037519 6138811.80660747, 577626.209551918 6138796.20728947))"
